id,age,job,work_experience(months),education,monthly_income,total_loans_count,active_loans_count,max_delay_days,possessions,count_dependents,marrige,credit_score
7846,26,worker,86,master,246053,5,2,22,4,0,single,0.42
7847,35,worker,18,bachelor,524000,3,1,0,5,1,married,0.59
7848,28,worker,11,bachelor,249576,0,0,3,3,3,married,0.6
7849,31,unemployed,1,phd,22698,1,0,1,2,1,single,0.5
7850,55,unemployed,7,bachelor,34012,1,0,3,4,3,married,0.51
7851,31,worker,69,bachelor,608318,2,1,7,5,2,single,0.63
7852,38,worker,14,master,646419,4,2,35,6,1,married,0.39
7853,40,entrepreneur,162,bachelor,565746,0,0,3,4,0,married,0.75
7854,24,student,6,bachelor,48738,3,1,2,1,2,single,0.44
7855,26,entrepreneur,32,bachelor,447440,5,1,10,3,0,married,0.6
7856,22,entrepreneur,140,bachelor,847513,2,0,3,5,2,single,0.75
7857,26,student,13,master,40344,4,2,3,2,1,married,0.53
7858,18,unemployed,29,bachelor,0,2,1,32,2,1,single,0.43
7859,40,unemployed,1,master,138183,1,0,2,6,1,married,0.51
7860,55,unemployed,7,bachelor,110382,1,0,1,5,1,divorsed,0.52
7861,36,worker,80,bachelor,364142,1,0,23,4,0,single,0.43
7862,20,student,4,bachelor,130335,4,2,10,3,1,single,0.47
7863,28,worker,87,master,752954,1,0,10,6,0,married,0.62
7864,30,worker,49,master,288938,4,2,11,4,3,married,0.5
7865,24,student,20,master,87391,4,2,5,3,3,single,0.54
7866,43,worker,93,bachelor,316821,3,1,7,5,1,married,0.52
7867,43,worker,88,master,353083,1,0,14,5,1,married,0.56
7868,23,student,4,bachelor,142930,2,1,8,2,2,married,0.45
7869,42,worker,98,bachelor,267371,5,2,8,7,0,married,0.6
7870,50,student,6,bachelor,100372,1,0,29,3,2,married,0.43
7871,54,entrepreneur,139,master,1383629,3,1,5,12,5,married,0.81
7872,63,worker,71,master,406987,7,3,3,7,3,married,0.58
7873,25,student,16,bachelor,70729,4,2,1,1,1,single,0.48
7874,63,unemployed,12,master,81371,2,1,1,6,3,divorsed,0.55
7875,31,student,10,master,37573,5,4,5,3,2,single,0.44
7876,29,worker,18,bachelor,275156,4,2,3,4,0,married,0.47
7877,38,entrepreneur,104,master,2038496,2,1,7,13,2,married,0.72
7878,29,entrepreneur,130,bachelor,594468,2,0,0,6,0,single,0.66
7879,38,student,12,master,119797,2,1,11,2,0,married,0.59
7880,21,unemployed,7,none,23189,4,1,0,1,0,single,0.58
7881,32,unemployed,10,master,6896,3,2,0,4,1,married,0.44
7882,47,worker,13,bachelor,519288,8,3,1,7,1,married,0.58
7883,34,worker,79,phd,951874,0,0,0,10,1,married,0.69
7884,36,student,10,master,77711,3,2,3,4,1,married,0.43
7885,39,worker,33,bachelor,508459,2,0,19,5,3,single,0.44
7886,46,worker,44,bachelor,233770,0,0,1,6,1,married,0.59
7887,18,entrepreneur,37,none,440566,2,0,17,3,1,single,0.41
7888,40,worker,77,master,624182,1,0,8,8,1,married,0.71
7889,32,worker,31,bachelor,495571,3,2,1,6,1,married,0.55
7890,36,student,13,bachelor,0,2,1,22,2,2,married,0.49
7891,45,student,19,master,114892,2,1,7,5,3,married,0.43
7892,23,student,6,master,37873,6,3,8,2,1,married,0.48
7893,24,student,2,bachelor,124784,4,2,7,2,1,single,0.51
7894,18,worker,71,none,406305,2,0,19,5,0,single,0.54
7895,29,entrepreneur,33,bachelor,798741,0,0,16,7,0,married,0.62
7896,48,worker,27,bachelor,220453,3,1,1,6,4,single,0.53
7897,33,worker,8,bachelor,286090,2,1,9,5,1,married,0.52
7898,21,worker,51,bachelor,481664,2,0,35,4,2,single,0.42
7899,30,worker,55,bachelor,330597,4,2,11,4,1,single,0.54
7900,20,worker,13,none,265406,2,0,19,1,0,single,0.48
7901,23,worker,9,bachelor,565225,7,6,2,4,2,single,0.54
7902,38,entrepreneur,26,phd,1207986,2,0,11,9,0,divorsed,0.6
7903,23,student,11,bachelor,143825,4,1,11,2,1,single,0.51
7904,46,student,13,phd,174401,4,3,0,5,0,married,0.44
7905,34,worker,44,bachelor,220369,7,2,4,3,2,married,0.56
7906,35,unemployed,23,bachelor,6393,5,1,5,3,1,single,0.52
7907,32,worker,81,master,544573,2,1,13,4,0,married,0.56
7908,42,entrepreneur,168,master,278966,3,1,8,7,3,married,0.54
7909,42,worker,78,master,901958,2,0,1,7,2,married,0.73
7910,38,worker,67,master,752357,2,1,4,7,1,married,0.59
7911,40,entrepreneur,173,bachelor,400758,2,0,0,6,2,married,0.65
7912,32,entrepreneur,165,master,1127516,2,0,4,10,0,married,0.74
7913,40,student,15,master,165246,2,1,0,6,1,married,0.48
7914,31,worker,90,master,312787,1,0,41,4,1,single,0.43
7915,35,student,22,bachelor,92811,5,2,15,3,1,married,0.4
7916,32,worker,23,bachelor,395760,5,3,31,6,2,married,0.43
7917,30,entrepreneur,63,bachelor,971726,4,2,5,7,2,single,0.59
7918,28,worker,59,master,512333,4,1,4,3,3,married,0.59
7919,39,worker,93,bachelor,411524,4,2,38,5,2,married,0.38
7920,48,entrepreneur,53,bachelor,411684,2,1,19,6,2,married,0.61
7921,46,worker,98,bachelor,610355,1,0,11,6,0,married,0.59
7922,22,worker,59,master,466462,3,1,4,4,1,single,0.58
7923,47,entrepreneur,191,bachelor,1288709,1,0,2,9,0,married,0.77
7924,31,worker,18,bachelor,627046,3,1,6,4,1,single,0.58
7925,41,worker,37,master,505328,4,1,2,6,0,single,0.63
7926,25,student,18,bachelor,33265,0,0,1,2,0,married,0.55
7927,36,student,16,bachelor,93393,2,0,3,3,1,married,0.58
7928,38,worker,71,bachelor,614071,4,3,1,8,1,married,0.61
7929,20,worker,87,none,334215,2,1,6,3,0,single,0.62
7930,41,unemployed,25,bachelor,25271,1,0,16,2,2,married,0.47
7931,48,unemployed,6,bachelor,49229,0,0,29,5,0,divorsed,0.4
7932,33,entrepreneur,166,bachelor,998718,3,1,5,8,3,married,0.77
7933,48,worker,83,master,419777,0,0,32,8,2,married,0.53
7934,33,unemployed,21,bachelor,29806,3,2,12,3,0,married,0.39
7935,43,worker,84,master,218509,3,2,0,6,1,married,0.64
7936,18,worker,77,none,93824,3,2,5,3,0,single,0.58
7937,59,entrepreneur,84,bachelor,567324,2,1,32,8,2,married,0.45
7938,49,student,20,master,181576,4,1,2,4,1,married,0.49
7939,32,student,10,bachelor,100953,1,0,0,5,2,married,0.58
7940,18,entrepreneur,191,none,709472,5,1,3,6,2,single,0.8
7941,37,worker,19,master,574617,1,0,9,7,0,single,0.51
7942,20,worker,96,bachelor,552315,2,1,17,4,0,single,0.61
7943,39,worker,13,master,268473,4,1,6,4,1,married,0.5
7944,39,unemployed,2,master,49368,1,0,9,3,2,married,0.5
7945,25,worker,23,bachelor,488087,2,1,22,6,1,single,0.51
7946,46,worker,60,phd,631514,5,3,9,8,2,married,0.56
7947,43,student,13,phd,153435,1,0,7,3,2,divorsed,0.56
7948,44,worker,57,bachelor,828956,2,1,0,9,1,married,0.69
7949,35,unemployed,28,master,105060,1,0,11,2,3,married,0.52
7950,20,worker,77,none,264393,2,0,7,3,1,single,0.55
7951,44,worker,54,master,653466,0,0,17,7,0,married,0.62
7952,32,worker,13,bachelor,735747,3,1,7,9,3,married,0.44
7953,21,entrepreneur,176,none,1185955,4,1,3,6,0,single,0.75
7954,48,worker,71,bachelor,229908,1,0,1,4,2,married,0.59
7955,55,worker,86,master,713156,2,1,11,6,2,married,0.55
7956,34,worker,82,bachelor,467661,4,3,6,6,4,single,0.57
7957,56,student,21,bachelor,98077,1,0,10,7,3,single,0.52
7958,35,unemployed,13,master,95938,2,1,17,5,1,married,0.45
7959,31,unemployed,8,master,31008,3,1,3,1,2,married,0.46
7960,28,unemployed,8,bachelor,38414,1,0,9,3,0,married,0.48
7961,51,unemployed,8,master,90690,3,2,26,6,2,married,0.3
7962,27,entrepreneur,38,bachelor,1256713,2,0,2,8,3,single,0.65
7963,42,worker,25,master,595767,1,0,19,5,1,married,0.56
7964,29,entrepreneur,49,bachelor,1319584,0,0,2,10,3,married,0.7
7965,30,worker,17,master,286647,2,1,4,4,0,single,0.53
7966,45,student,9,master,114912,4,2,5,6,2,married,0.5
7967,31,worker,91,bachelor,234108,1,0,9,5,1,single,0.58
7968,30,unemployed,4,bachelor,70249,2,1,1,6,1,single,0.53
7969,46,worker,55,phd,518423,3,2,6,8,4,divorsed,0.57
7970,50,entrepreneur,114,master,276822,2,0,28,6,1,single,0.55
7971,41,student,12,bachelor,185776,4,2,4,3,1,married,0.43
7972,28,worker,70,bachelor,398930,4,2,2,4,0,single,0.55
7973,29,worker,58,master,647588,4,3,0,6,0,married,0.57
7974,35,student,20,phd,244802,1,0,12,5,0,married,0.44
7975,38,student,7,bachelor,121055,5,4,7,5,2,married,0.48
7976,25,student,8,master,229217,8,7,7,1,0,married,0.42
7977,42,entrepreneur,178,bachelor,0,2,1,37,5,2,single,0.45
7978,35,student,9,phd,217491,5,3,2,4,1,married,0.49
7979,18,worker,34,bachelor,351582,6,4,18,2,2,single,0.39
7980,25,student,7,bachelor,171152,2,0,1,5,0,single,0.5
7981,29,worker,35,bachelor,270450,1,0,6,2,1,single,0.54
7982,34,worker,7,master,695954,4,2,10,5,1,married,0.56
7983,53,worker,87,master,681776,4,3,18,7,2,married,0.61
7984,37,worker,33,master,237113,2,0,12,4,0,married,0.53
7985,26,student,14,master,218678,0,0,9,5,1,married,0.45
7986,37,entrepreneur,43,bachelor,2066673,2,1,0,15,1,married,0.7
7987,31,entrepreneur,99,master,1114906,2,1,8,9,2,married,0.75
7988,38,student,5,bachelor,66164,5,3,4,4,1,married,0.36
7989,40,worker,83,master,307888,4,3,34,5,0,married,0.34
7990,47,student,21,master,165269,2,1,3,5,1,married,0.55
7991,34,student,23,master,86263,3,0,1,4,1,married,0.51
7992,51,entrepreneur,170,bachelor,1799329,6,4,1,14,1,single,0.85
7993,44,worker,29,master,285952,3,1,11,6,2,single,0.45
7994,27,student,2,bachelor,62668,0,0,5,3,2,single,0.48
7995,57,worker,35,bachelor,121323,1,0,5,6,1,single,0.56
7996,38,unemployed,0,bachelor,74403,6,4,4,3,1,married,0.41
7997,26,entrepreneur,66,master,1143186,1,0,32,9,2,single,0.48
7998,51,entrepreneur,75,bachelor,602387,4,1,1,7,0,single,0.54
7999,55,worker,38,bachelor,681016,0,0,18,9,3,married,0.49
8000,34,worker,51,bachelor,484091,1,0,19,4,3,married,0.57
8001,29,worker,96,bachelor,334092,7,6,10,3,2,single,0.52
8002,33,student,0,master,33766,6,1,3,1,0,married,0.54
8003,42,worker,38,bachelor,507337,5,3,9,5,2,married,0.53
8004,47,worker,73,bachelor,545755,4,3,0,7,2,married,0.6
8005,40,worker,69,master,384667,4,2,27,5,2,married,0.41
8006,36,entrepreneur,41,bachelor,1507957,2,1,11,12,3,married,0.57
8007,49,student,11,bachelor,130730,1,0,1,5,3,single,0.55
8008,31,worker,84,master,394381,3,2,15,5,0,married,0.46
8009,45,student,3,master,76607,2,0,3,5,2,married,0.55
8010,32,worker,35,bachelor,246426,4,1,0,4,1,married,0.56
8011,39,student,9,bachelor,29178,1,0,2,3,0,married,0.56
8012,33,worker,17,master,412202,7,3,10,5,1,single,0.46
8013,34,worker,72,bachelor,400472,0,0,10,4,2,married,0.51
8014,31,worker,20,bachelor,140645,3,1,31,4,1,married,0.44
8015,48,worker,15,master,508079,1,0,4,6,2,married,0.55
8016,27,worker,91,master,756727,4,1,15,6,3,married,0.58
8017,27,worker,66,master,370987,3,2,6,4,1,married,0.62
8018,56,worker,28,bachelor,564560,4,2,13,9,2,married,0.66
8019,44,worker,16,bachelor,586927,0,0,6,7,0,married,0.44
8020,18,entrepreneur,27,none,912474,2,1,6,8,1,single,0.55
8021,29,worker,54,master,462858,3,1,4,5,1,married,0.55
8022,18,worker,85,bachelor,120075,4,2,0,2,2,single,0.5
8023,25,unemployed,13,bachelor,95904,5,2,18,2,0,married,0.44
8024,18,entrepreneur,145,bachelor,507533,5,2,9,4,0,single,0.59
8025,33,unemployed,9,bachelor,50420,4,1,6,4,1,married,0.45
8026,23,worker,22,bachelor,715345,5,3,7,4,1,single,0.48
8027,35,worker,47,bachelor,630911,2,1,2,5,1,divorsed,0.57
8028,18,worker,15,none,242384,6,4,30,4,0,single,0.26
8029,35,worker,51,master,319099,4,2,3,5,1,single,0.46
8030,30,unemployed,19,master,73235,5,4,0,3,1,married,0.37
8031,50,worker,54,master,928563,2,1,9,10,2,married,0.59
8032,49,entrepreneur,20,master,674391,4,3,17,8,1,married,0.55
8033,42,worker,84,bachelor,513994,3,2,9,5,1,married,0.59
8034,31,worker,44,master,555901,3,1,3,5,1,married,0.59
8035,54,unemployed,1,bachelor,67799,4,3,5,6,2,married,0.44
8036,19,entrepreneur,79,none,631312,5,2,12,3,1,single,0.57
8037,20,unemployed,19,none,60227,3,1,11,2,0,married,0.48
8038,34,entrepreneur,150,bachelor,612696,1,0,6,5,1,single,0.66
8039,57,worker,42,bachelor,220256,1,0,0,7,2,single,0.5
8040,32,worker,95,bachelor,368583,4,2,8,5,2,married,0.64
8041,33,unemployed,7,bachelor,52212,4,1,5,4,0,married,0.41
8042,20,worker,27,none,311875,3,2,3,3,1,single,0.46
8043,44,worker,57,bachelor,596326,2,0,12,8,2,married,0.56
8044,44,worker,10,master,274110,6,4,5,4,1,single,0.49
8045,42,worker,7,master,483627,2,1,7,5,2,married,0.53
8046,28,student,4,master,119215,3,1,1,4,1,married,0.55
8047,27,entrepreneur,110,bachelor,2128637,3,2,1,12,2,married,0.79
8048,22,student,11,bachelor,14623,2,0,6,4,1,single,0.54
8049,35,worker,24,master,234795,1,0,1,4,0,married,0.49
8050,24,entrepreneur,114,bachelor,588213,4,1,25,5,0,single,0.62
8051,23,worker,9,bachelor,245607,1,0,7,4,2,single,0.43
8052,30,entrepreneur,98,master,1859316,1,0,8,11,2,single,0.67
8053,30,worker,51,bachelor,370766,3,2,11,5,1,married,0.5
8054,29,unemployed,18,bachelor,90102,2,0,7,4,1,married,0.52
8055,39,student,17,master,83516,3,0,9,3,2,married,0.53
8056,35,student,6,master,44439,5,1,2,2,0,married,0.41
8057,32,entrepreneur,43,master,205244,4,2,2,5,2,married,0.54
8058,36,entrepreneur,122,bachelor,637176,3,1,0,5,1,married,0.64
8059,25,student,20,master,171189,2,0,6,2,1,single,0.48
8060,36,unemployed,0,master,113540,4,1,5,5,4,single,0.58
8061,36,worker,49,master,308679,3,2,23,5,3,married,0.48
8062,19,unemployed,25,bachelor,22858,3,2,1,3,0,married,0.47
8063,44,worker,66,master,577227,5,2,9,6,3,married,0.56
8064,26,worker,93,bachelor,569824,3,1,2,4,1,single,0.53
8065,35,worker,56,master,885915,1,0,16,8,0,married,0.52
8066,46,worker,64,master,252956,3,2,1,6,1,single,0.54
8067,44,worker,92,bachelor,394740,2,1,0,6,1,married,0.61
8068,35,worker,43,master,365520,3,1,4,6,2,married,0.54
8069,31,student,12,bachelor,20491,4,2,15,3,0,married,0.44
8070,44,worker,36,master,505219,5,1,2,7,3,divorsed,0.55
8071,41,student,5,bachelor,71476,1,0,3,5,0,married,0.51
8072,28,entrepreneur,56,bachelor,716843,3,1,10,5,2,single,0.55
8073,27,worker,36,bachelor,383186,2,1,4,4,0,single,0.53
8074,18,entrepreneur,122,bachelor,942317,3,2,10,6,0,single,0.66
8075,36,unemployed,28,bachelor,37546,2,0,13,3,0,married,0.45
8076,34,worker,53,bachelor,237622,8,2,2,4,1,married,0.58
8077,46,unemployed,7,phd,82175,2,1,5,4,2,married,0.49
8078,38,worker,50,bachelor,369775,2,1,2,5,3,divorsed,0.57
8079,48,student,12,master,189694,3,1,12,4,2,married,0.58
8080,28,worker,65,master,455829,3,1,7,4,3,married,0.51
8081,46,worker,66,master,415660,3,2,0,6,1,married,0.65
8082,29,entrepreneur,63,master,830998,2,1,13,6,1,married,0.56
8083,42,worker,57,phd,774670,2,1,15,6,1,married,0.55
8084,20,worker,81,bachelor,309026,2,0,3,5,0,single,0.61
8085,37,entrepreneur,73,bachelor,962855,3,1,9,8,0,married,0.61
8086,18,worker,31,none,97530,2,1,29,2,0,single,0.38
8087,32,student,2,bachelor,102218,5,4,4,2,2,married,0.42
8088,39,worker,84,master,423905,5,1,20,7,4,married,0.59
8089,29,unemployed,16,master,80331,4,2,31,4,0,single,0.34
8090,24,entrepreneur,99,master,2202550,0,0,6,13,2,married,0.78
8091,43,worker,99,master,636410,4,2,2,7,1,divorsed,0.51
8092,33,worker,49,bachelor,452842,4,3,1,5,1,married,0.57
8093,30,student,3,bachelor,49766,3,2,6,2,1,married,0.48
8094,35,worker,58,bachelor,444990,1,0,23,5,0,married,0.44
8095,61,entrepreneur,183,master,1135605,6,2,10,11,3,married,0.8
8096,46,worker,96,bachelor,476954,4,2,14,7,3,single,0.56
8097,46,student,21,bachelor,30043,2,0,5,5,2,married,0.54
8098,39,unemployed,1,master,135581,4,1,3,7,1,married,0.43
8099,36,entrepreneur,18,bachelor,1308129,2,0,37,11,0,married,0.51
8100,18,worker,21,bachelor,256563,1,0,2,1,0,single,0.51
8101,28,student,23,bachelor,127431,5,4,27,4,1,single,0.34
8102,30,student,11,master,43826,6,3,21,5,0,married,0.35
8103,18,student,15,none,89884,1,0,1,3,1,single,0.53
8104,23,worker,70,bachelor,339092,4,2,3,3,0,single,0.62
8105,18,student,21,none,116808,3,1,18,3,1,married,0.48
8106,34,entrepreneur,84,master,1817897,1,0,3,12,1,married,0.72
8107,43,unemployed,6,bachelor,47991,3,1,8,3,3,married,0.41
8108,46,worker,74,master,693362,3,2,8,8,4,married,0.52
8109,39,worker,66,phd,551671,1,0,13,8,2,married,0.57
8110,25,entrepreneur,169,bachelor,1307617,3,1,28,10,2,single,0.61
8111,18,unemployed,9,bachelor,24423,4,2,0,1,1,single,0.48
8112,18,entrepreneur,85,none,450818,5,2,27,3,2,single,0.53
8113,22,student,17,bachelor,107328,7,5,17,4,0,single,0.34
8114,26,student,6,bachelor,85712,3,2,1,4,2,married,0.56
8115,33,entrepreneur,68,bachelor,1030397,1,0,11,8,1,single,0.65
8116,24,worker,37,bachelor,28887,3,2,11,1,1,single,0.45
8117,38,student,17,bachelor,123852,5,1,3,4,1,married,0.52
8118,32,worker,80,bachelor,528167,5,2,14,5,1,single,0.58
8119,35,entrepreneur,149,master,822068,3,1,20,9,1,married,0.68
8120,46,student,21,master,129453,2,1,2,5,2,single,0.43
8121,23,entrepreneur,52,bachelor,76887,3,2,17,4,1,single,0.47
8122,39,student,14,bachelor,146044,2,1,14,3,2,married,0.42
8123,34,entrepreneur,153,master,369377,4,3,0,4,0,married,0.72
8124,31,worker,8,bachelor,127947,1,0,11,3,0,married,0.46
8125,43,worker,93,bachelor,240889,4,2,1,5,2,single,0.63
8126,43,entrepreneur,89,master,161895,6,3,2,5,2,married,0.65
8127,25,entrepreneur,64,master,1090148,3,2,1,7,0,married,0.56
8128,33,unemployed,15,bachelor,25998,2,1,13,3,1,married,0.46
8129,37,worker,66,bachelor,76235,5,4,27,3,2,single,0.47
8130,32,worker,33,master,672609,1,0,3,4,2,single,0.62
8131,40,worker,40,master,376779,4,2,7,5,2,married,0.59
8132,37,worker,7,bachelor,480739,2,0,6,5,1,married,0.52
8133,53,entrepreneur,72,phd,497538,2,1,0,6,2,single,0.65
8134,19,student,23,none,141402,1,0,3,3,3,married,0.62
8135,33,worker,60,master,510709,3,2,2,7,1,married,0.59
8136,25,worker,23,bachelor,699293,5,3,0,6,1,single,0.66
8137,41,student,6,bachelor,98202,3,1,1,3,1,single,0.49
8138,18,unemployed,16,none,55476,2,0,8,1,0,single,0.49
8139,38,worker,47,master,545020,4,3,11,6,2,married,0.5
8140,28,worker,12,bachelor,636553,1,0,67,6,0,married,0.32
8141,27,entrepreneur,143,bachelor,1296415,2,1,12,10,1,single,0.67
8142,20,worker,48,bachelor,519819,2,0,0,3,1,single,0.63
8143,30,worker,85,master,543181,2,1,5,6,0,married,0.56
8144,45,student,16,bachelor,130123,3,1,10,5,1,married,0.51
8145,34,worker,65,bachelor,254565,4,3,6,5,3,married,0.55
8146,41,student,5,bachelor,99825,4,1,3,5,3,married,0.54
8147,51,worker,25,bachelor,265253,5,1,0,6,2,married,0.43
8148,37,worker,36,phd,431851,2,1,5,5,2,single,0.51
8149,29,worker,88,master,516523,2,0,4,5,1,married,0.69
8150,39,worker,27,bachelor,308836,3,2,19,5,0,married,0.38
8151,29,student,20,bachelor,10484,4,2,1,2,3,married,0.5
8152,29,unemployed,17,master,48665,4,3,33,3,1,single,0.36
8153,19,student,14,bachelor,24747,3,1,18,2,1,single,0.41
8154,44,entrepreneur,173,master,1052873,1,0,2,9,4,married,0.77
8155,31,worker,32,bachelor,522282,2,1,0,6,1,married,0.51
8156,36,worker,49,bachelor,414953,1,0,6,4,2,married,0.57
8157,24,worker,35,master,349918,4,1,10,3,0,single,0.5
8158,39,unemployed,0,bachelor,77128,2,0,3,4,2,single,0.53
8159,27,worker,32,master,581271,4,3,0,6,1,married,0.6
8160,33,worker,61,bachelor,408579,1,0,30,5,0,single,0.45
8161,43,unemployed,22,phd,111578,1,0,4,5,2,married,0.54
8162,42,entrepreneur,54,master,1440002,2,1,26,11,0,married,0.56
8163,34,worker,88,bachelor,471222,4,1,3,6,1,single,0.55
8164,18,unemployed,21,none,47252,6,1,10,1,2,single,0.45
8165,64,entrepreneur,79,master,657042,3,1,8,9,3,married,0.55
8166,52,student,20,bachelor,98106,6,4,16,6,3,married,0.43
8167,42,worker,88,master,559717,4,2,24,5,0,single,0.46
8168,27,worker,45,bachelor,628314,1,0,6,5,1,married,0.58
8169,33,worker,65,bachelor,280802,4,2,5,4,0,single,0.58
8170,29,entrepreneur,97,bachelor,1654297,3,2,16,11,1,married,0.61
8171,47,worker,14,master,380388,1,0,1,6,1,single,0.61
8172,37,student,9,bachelor,48279,4,2,3,4,3,married,0.56
8173,27,entrepreneur,21,bachelor,882838,2,1,1,6,0,married,0.53
8174,30,worker,35,bachelor,148056,2,1,3,3,2,married,0.5
8175,46,unemployed,9,master,104787,1,0,7,6,3,single,0.46
8176,51,unemployed,25,bachelor,61989,5,4,11,7,0,married,0.44
8177,50,unemployed,3,bachelor,76576,4,3,3,6,3,single,0.42
8178,42,entrepreneur,183,bachelor,504952,6,3,12,5,2,married,0.69
8179,32,student,10,master,62280,2,1,5,4,0,married,0.45
8180,18,worker,88,none,460623,2,1,13,4,0,single,0.61
8181,37,student,10,bachelor,160433,1,0,7,3,1,married,0.47
8182,34,worker,28,master,520634,5,2,20,5,0,single,0.52
8183,36,worker,9,bachelor,179696,1,0,18,7,2,single,0.49
8184,35,student,11,bachelor,61937,1,0,5,4,1,married,0.47
8185,21,unemployed,27,none,43889,4,1,16,2,1,single,0.48
8186,40,unemployed,16,master,87463,1,0,8,3,1,married,0.44
8187,41,worker,29,master,383832,2,1,2,6,1,married,0.58
8188,41,worker,18,master,376774,2,1,1,6,0,married,0.52
8189,44,worker,73,master,531684,4,2,0,9,1,single,0.59
8190,41,entrepreneur,113,master,564060,3,2,2,7,0,married,0.6
8191,30,worker,77,master,589398,5,4,0,6,3,married,0.63
8192,34,worker,95,bachelor,518707,3,1,2,7,0,single,0.68
8193,35,worker,39,bachelor,431538,2,0,5,3,0,married,0.52
8194,36,worker,14,master,295056,1,0,1,3,2,married,0.46
8195,44,unemployed,9,phd,139041,1,0,13,5,2,married,0.43
8196,41,student,18,master,28037,0,0,0,4,1,single,0.53
8197,55,student,0,bachelor,86724,2,0,26,3,3,married,0.33
8198,57,entrepreneur,123,master,1039529,4,3,4,13,3,married,0.61
8199,35,entrepreneur,83,bachelor,1165316,3,1,1,8,1,married,0.62
8200,18,entrepreneur,85,none,1484212,1,0,0,7,1,single,0.66
8201,47,worker,59,master,315942,4,3,25,6,2,divorsed,0.47
8202,29,worker,48,bachelor,234750,2,1,6,6,0,single,0.53
8203,26,worker,64,bachelor,518578,5,3,20,3,1,single,0.55
8204,31,student,6,master,56784,3,1,7,4,1,married,0.41
8205,30,worker,64,bachelor,392308,4,1,1,2,2,married,0.55
8206,41,student,2,phd,307980,3,2,10,5,2,married,0.52
8207,19,worker,66,bachelor,475020,1,0,13,1,0,single,0.55
8208,24,unemployed,6,master,61471,2,0,7,1,1,single,0.51
8209,38,worker,43,phd,803260,4,3,3,8,2,single,0.54
8210,41,unemployed,2,master,18097,1,0,17,5,2,married,0.43
8211,41,worker,13,master,585319,1,0,0,7,3,single,0.46
8212,27,worker,70,master,638297,5,2,7,6,0,married,0.64
8213,25,worker,10,bachelor,694728,3,1,18,5,2,married,0.52
8214,29,entrepreneur,131,bachelor,716025,2,1,5,6,0,single,0.56
8215,37,worker,96,master,438943,1,0,5,6,1,married,0.61
8216,49,entrepreneur,120,master,1902047,4,2,3,14,1,married,0.79
8217,18,student,10,bachelor,147581,2,1,4,2,0,single,0.52
8218,32,unemployed,27,master,55147,6,3,4,3,1,single,0.49
8219,21,student,21,bachelor,106607,0,0,4,3,2,single,0.55
8220,18,entrepreneur,37,none,592156,1,0,0,4,0,single,0.58
8221,44,worker,16,bachelor,654668,1,0,3,8,1,married,0.54
8222,40,entrepreneur,173,bachelor,770618,4,1,28,7,1,single,0.63
8223,39,worker,7,master,332293,3,0,4,3,1,single,0.49
8224,44,student,20,bachelor,109053,2,1,27,5,0,married,0.43
8225,30,unemployed,18,phd,103227,2,0,0,2,1,married,0.53
8226,30,student,11,master,81895,3,2,10,3,0,married,0.47
8227,56,student,8,master,191223,2,1,4,6,3,married,0.54
8228,32,entrepreneur,98,phd,2016538,3,1,4,13,1,single,0.83
8229,42,student,9,master,162597,4,1,8,3,2,married,0.48
8230,35,student,4,bachelor,63266,2,1,1,5,2,divorsed,0.47
8231,18,worker,14,none,294477,3,1,13,3,0,single,0.45
8232,18,entrepreneur,130,none,941220,2,1,17,6,1,single,0.67
8233,29,student,17,bachelor,131740,1,0,0,3,2,married,0.52
8234,45,worker,15,bachelor,261414,1,0,1,6,2,married,0.57
8235,42,entrepreneur,124,master,295438,2,0,1,5,1,single,0.65
8236,44,entrepreneur,197,master,1469699,0,0,27,11,0,married,0.78
8237,25,unemployed,9,bachelor,103336,1,0,11,3,0,single,0.48
8238,51,entrepreneur,89,bachelor,1381337,2,0,3,12,1,single,0.67
8239,25,worker,41,bachelor,99943,5,3,1,2,3,single,0.57
8240,37,worker,79,bachelor,257820,2,1,10,5,1,married,0.51
8241,34,student,23,bachelor,103447,3,1,0,4,2,single,0.48
8242,33,entrepreneur,129,master,1264686,2,1,25,10,0,married,0.65
8243,48,unemployed,29,bachelor,109346,4,2,3,6,2,married,0.46
8244,27,entrepreneur,48,bachelor,456743,2,1,3,5,0,married,0.58
8245,21,student,8,none,144186,2,1,6,2,0,married,0.49
8246,35,worker,53,master,273817,3,2,28,5,2,married,0.45
8247,31,worker,27,master,558961,6,2,4,4,0,married,0.64
8248,65,worker,92,phd,858100,0,0,4,9,3,single,0.68
8249,41,entrepreneur,72,master,740776,3,2,8,6,3,married,0.57
8250,30,worker,80,bachelor,502578,1,0,37,4,2,single,0.61
8251,24,student,20,bachelor,70313,4,1,2,1,2,single,0.55
8252,18,unemployed,14,none,47220,5,3,20,2,1,single,0.38
8253,24,worker,53,bachelor,424429,2,1,6,4,3,single,0.63
8254,36,student,20,bachelor,90535,6,4,15,2,1,married,0.32
8255,49,worker,89,master,448215,2,0,4,5,2,married,0.61
8256,46,unemployed,4,bachelor,91775,5,1,5,5,1,married,0.46
8257,37,entrepreneur,180,bachelor,1438728,4,2,4,9,2,married,0.78
8258,31,worker,10,bachelor,305383,4,3,7,4,2,married,0.48
8259,37,student,3,master,30717,5,3,1,3,2,married,0.45
8260,29,student,12,bachelor,149303,2,1,17,3,0,married,0.48
