transaction_id,user_id,date,category,subcategory,amount,necessity_level,emotion_type,payment_type,product_id
14754,81,2025-08-13,Business,Business credit payment,486717.45,5,Routine,Cash,203.0
14755,81,2025-01-29,Property,Mortgage payment,4681350.79,5,Planned,Card,201.0
14756,81,2024-10-06,Business,Business credit payment,558302.13,4,Rational,Cash,203.0
14757,81,2023-01-19,Education,Student loan payment,4810486.57,5,Routine,Card,205.0
14758,81,2024-10-01,Personal needs,Consumer loan payment,454204.46,5,Rational,Card,204.0
14759,81,2024-03-02,Auto,Auto loan installment,1437524.93,5,Rational,Card,202.0
14760,81,2024-03-04,Auto,Auto loan installment,3762738.95,5,Routine,Cash,202.0
14761,81,2024-03-15,Business,Business credit payment,2974493.22,3,Routine,Transfer,203.0
14762,81,2025-08-20,Education,Student loan payment,4328941.41,5,Routine,Cash,205.0
14763,81,2023-01-23,Charity,Zakat payment,10332.81,3,Routine,Transfer,
14764,81,2025-09-19,Deposit,Account top-up,3111343.17,3,Rational,Cash,206.0
14765,81,2023-03-07,Card,Card replenishment,4591363.54,4,Rational,Cash,207.0
14766,81,2023-01-21,Charity,Zakat payment,29094.33,3,Planned,Transfer,
14767,81,2023-05-24,Property,Mortgage payment,2808194.55,4,Planned,Card,201.0
14768,81,2025-03-17,Deposit,Account top-up,404199.5,4,Planned,Cash,206.0
14769,81,2025-07-20,Education,Student loan payment,2577416.79,4,Rational,Cash,205.0
14770,81,2024-05-21,Card,Card replenishment,2106431.16,4,Rational,Card,207.0
14771,81,2024-08-13,Personal needs,Consumer loan payment,2881423.75,5,Rational,Card,204.0
14772,81,2024-11-30,Charity,Zakat payment,72732.76,3,Planned,Cash,
14773,81,2024-07-19,Property,Mortgage payment,1263527.77,5,Rational,Card,201.0
14774,81,2023-01-04,Personal needs,Consumer loan payment,1047622.94,4,Planned,Card,204.0
14775,81,2025-04-15,Business,Business credit payment,3765437.78,5,Routine,Transfer,203.0
14776,81,2023-09-09,Education,Student loan payment,3574276.41,5,Planned,Transfer,205.0
14777,81,2024-03-18,Auto,Auto loan installment,284835.44,4,Routine,Transfer,202.0
14778,81,2023-06-30,Deposit,Account top-up,4846757.92,3,Routine,Transfer,206.0
14779,81,2024-05-09,Business,Business credit payment,1892612.14,4,Rational,Cash,203.0
14780,81,2025-03-03,Business,Business credit payment,4252097.97,3,Planned,Transfer,203.0
14781,81,2025-05-09,Property,Mortgage payment,3753262.78,4,Routine,Cash,201.0
14782,81,2024-06-20,Card,Card replenishment,3807623.5,5,Routine,Transfer,207.0
14783,81,2025-05-21,Auto,Auto loan installment,4964784.22,4,Planned,Transfer,202.0
14784,81,2025-08-30,Property,Mortgage payment,2600631.09,5,Routine,Cash,201.0
14785,81,2023-01-28,Healthcare,Insurance payment,1841158.93,5,Rational,Transfer,208.0
14786,81,2024-06-15,Auto,Auto loan installment,3874571.44,4,Rational,Transfer,202.0
14787,81,2025-07-14,Education,Student loan payment,2632476.87,3,Routine,Card,205.0
14788,81,2024-01-13,Property,Mortgage payment,269847.52,4,Planned,Cash,201.0
14789,81,2024-06-12,Deposit,Account top-up,1334664.99,3,Routine,Transfer,206.0
14790,81,2025-10-16,Auto,Auto loan installment,2012723.24,5,Rational,Card,202.0
14791,81,2023-08-17,Auto,Auto loan installment,3263266.74,4,Rational,Cash,202.0
14792,81,2025-03-28,Card,Card replenishment,4494182.09,5,Rational,Cash,207.0
14793,81,2025-05-13,Business,Business credit payment,3304672.86,5,Rational,Transfer,203.0
14794,81,2023-09-18,Auto,Auto loan installment,3885357.87,3,Planned,Transfer,202.0
14795,81,2025-02-08,Education,Student loan payment,725816.3,4,Rational,Cash,205.0
14796,81,2025-05-31,Business,Business credit payment,3673805.72,5,Planned,Transfer,203.0
14797,81,2025-02-19,Card,Card replenishment,1300031.32,5,Planned,Transfer,207.0
14798,81,2025-09-05,Charity,Zakat payment,66633.65,4,Rational,Card,
14799,81,2024-06-28,Property,Mortgage payment,915529.31,3,Routine,Transfer,201.0
14800,82,2025-05-13,Education,Student loan payment,1660836.38,3,Planned,Transfer,205.0
14801,82,2024-09-03,Healthcare,Insurance payment,4576687.95,4,Rational,Transfer,208.0
14802,82,2023-12-04,Business,Business credit payment,660552.82,5,Rational,Cash,203.0
14803,82,2023-08-18,Deposit,Account top-up,1061913.9,5,Planned,Cash,206.0
14804,82,2025-09-27,Property,Mortgage payment,264922.85,5,Routine,Card,201.0
14805,82,2024-09-21,Property,Mortgage payment,3807549.95,4,Routine,Transfer,201.0
14806,82,2024-01-25,Education,Student loan payment,2073907.32,4,Routine,Cash,205.0
14807,82,2025-04-21,Healthcare,Insurance payment,1644749.43,3,Planned,Cash,208.0
14808,82,2025-08-15,Business,Business credit payment,40444.88,4,Routine,Card,203.0
14809,82,2023-08-19,Property,Mortgage payment,3138938.86,5,Planned,Card,201.0
14810,82,2023-05-12,Auto,Auto loan installment,4988089.39,4,Routine,Cash,202.0
14811,82,2024-02-23,Personal needs,Consumer loan payment,3635560.08,4,Routine,Transfer,204.0
14812,82,2024-09-08,Deposit,Account top-up,3523006.89,3,Routine,Cash,206.0
14813,82,2025-03-05,Personal needs,Consumer loan payment,3251666.61,3,Routine,Cash,204.0
14814,82,2023-01-17,Charity,Zakat payment,172247.55,5,Routine,Card,
14815,82,2024-02-09,Healthcare,Insurance payment,2533688.5,3,Routine,Card,208.0
14816,82,2025-06-03,Auto,Auto loan installment,3437532.26,5,Rational,Cash,202.0
14817,82,2023-02-11,Deposit,Account top-up,2293863.01,4,Rational,Transfer,206.0
14818,82,2023-03-19,Healthcare,Insurance payment,3658103.72,3,Rational,Card,208.0
14819,82,2025-04-07,Auto,Auto loan installment,478455.26,3,Routine,Card,202.0
14820,82,2023-10-31,Auto,Auto loan installment,991808.02,4,Rational,Cash,202.0
14821,82,2024-08-22,Card,Card replenishment,2554791.0,5,Routine,Cash,207.0
14822,82,2023-04-19,Card,Card replenishment,1460239.09,5,Planned,Transfer,207.0
14823,82,2023-10-02,Personal needs,Consumer loan payment,1295744.76,5,Routine,Cash,204.0
14824,82,2025-08-01,Deposit,Account top-up,41660.09,3,Routine,Cash,206.0
14825,82,2025-01-31,Property,Mortgage payment,1212970.64,4,Planned,Card,201.0
14826,82,2023-07-31,Card,Card replenishment,1354135.04,4,Routine,Transfer,207.0
14827,82,2025-03-14,Personal needs,Consumer loan payment,936122.86,4,Rational,Transfer,204.0
14828,82,2024-08-16,Deposit,Account top-up,4477452.86,4,Rational,Transfer,206.0
14829,82,2023-10-25,Healthcare,Insurance payment,1212908.48,4,Routine,Transfer,208.0
14830,82,2023-11-18,Property,Mortgage payment,3936004.18,5,Planned,Cash,201.0
14831,82,2024-02-22,Deposit,Account top-up,3698407.26,4,Rational,Transfer,206.0
14832,82,2024-06-11,Healthcare,Insurance payment,2756478.95,4,Planned,Cash,208.0
14833,82,2024-03-25,Property,Mortgage payment,3500600.41,3,Rational,Transfer,201.0
14834,82,2025-02-07,Property,Mortgage payment,830113.5,3,Rational,Cash,201.0
14835,82,2024-01-08,Business,Business credit payment,4699850.06,5,Planned,Transfer,203.0
14836,82,2025-07-20,Card,Card replenishment,3323819.13,4,Routine,Transfer,207.0
14837,82,2024-02-09,Property,Mortgage payment,440186.3,3,Routine,Transfer,201.0
14838,82,2024-11-03,Education,Student loan payment,3055677.72,3,Routine,Card,205.0
14839,82,2023-09-05,Auto,Auto loan installment,3403276.31,4,Routine,Transfer,202.0
14840,82,2024-06-30,Deposit,Account top-up,2735415.86,5,Planned,Cash,206.0
14841,82,2023-12-19,Business,Business credit payment,342478.9,5,Planned,Transfer,203.0
14842,82,2023-12-23,Deposit,Account top-up,3360722.64,5,Rational,Transfer,206.0
14843,82,2024-09-25,Personal needs,Consumer loan payment,908208.42,5,Planned,Cash,204.0
14844,82,2024-02-03,Card,Card replenishment,3997247.72,3,Rational,Card,207.0
14845,82,2024-03-04,Card,Card replenishment,1212447.22,4,Rational,Transfer,207.0
14846,82,2024-07-20,Healthcare,Insurance payment,1018550.21,4,Rational,Transfer,208.0
14847,82,2023-03-20,Auto,Auto loan installment,1963304.44,4,Rational,Card,202.0
14848,82,2023-12-22,Property,Mortgage payment,1752308.6,3,Rational,Cash,201.0
14849,82,2023-05-08,Personal needs,Consumer loan payment,623254.98,3,Routine,Transfer,204.0
14850,82,2025-03-07,Education,Student loan payment,347200.39,3,Planned,Card,205.0
14851,82,2023-07-14,Healthcare,Insurance payment,2722615.5,3,Planned,Cash,208.0
14852,82,2025-07-11,Healthcare,Insurance payment,2533097.58,3,Routine,Transfer,208.0
14853,82,2023-02-17,Personal needs,Consumer loan payment,3796979.95,4,Planned,Card,204.0
14854,82,2024-03-29,Card,Card replenishment,1317239.9,3,Rational,Cash,207.0
14855,82,2024-01-21,Property,Mortgage payment,1432481.47,5,Rational,Card,201.0
14856,82,2023-01-18,Personal needs,Consumer loan payment,1301828.19,5,Routine,Card,204.0
14857,82,2023-06-09,Personal needs,Consumer loan payment,2478879.62,4,Routine,Card,204.0
14858,82,2025-09-25,Personal needs,Consumer loan payment,680466.22,5,Routine,Cash,204.0
14859,82,2024-02-18,Personal needs,Consumer loan payment,1624496.17,5,Routine,Transfer,204.0
14860,82,2025-08-15,Personal needs,Consumer loan payment,4623477.16,4,Routine,Card,204.0
14861,82,2023-10-08,Card,Card replenishment,3630551.31,3,Rational,Cash,207.0
14862,82,2025-05-19,Card,Card replenishment,4584147.42,4,Planned,Transfer,207.0
14863,82,2025-08-14,Property,Mortgage payment,4156578.76,3,Planned,Transfer,201.0
14864,82,2025-04-05,Card,Card replenishment,515904.28,3,Rational,Card,207.0
14865,82,2025-02-28,Education,Student loan payment,1006138.74,5,Planned,Cash,205.0
14866,82,2023-03-08,Education,Student loan payment,865337.09,5,Planned,Card,205.0
14867,82,2025-01-25,Business,Business credit payment,4182291.91,5,Routine,Card,203.0
14868,82,2024-03-17,Healthcare,Insurance payment,2014895.51,3,Routine,Cash,208.0
14869,82,2024-08-13,Auto,Auto loan installment,3365619.43,3,Routine,Card,202.0
14870,82,2024-09-18,Personal needs,Consumer loan payment,3008488.54,4,Routine,Transfer,204.0
14871,82,2024-04-22,Property,Mortgage payment,723960.52,3,Routine,Cash,201.0
14872,82,2025-09-30,Healthcare,Insurance payment,2538854.05,3,Planned,Card,208.0
14873,82,2024-09-19,Card,Card replenishment,2896729.85,5,Rational,Transfer,207.0
14874,82,2024-04-21,Business,Business credit payment,553978.29,3,Rational,Cash,203.0
14875,82,2023-06-11,Personal needs,Consumer loan payment,2577231.28,4,Routine,Transfer,204.0
14876,82,2023-12-14,Business,Business credit payment,212960.49,4,Planned,Card,203.0
14877,82,2023-07-11,Property,Mortgage payment,1080703.15,4,Rational,Card,201.0
14878,82,2023-09-04,Personal needs,Consumer loan payment,1051129.95,4,Rational,Card,204.0
14879,82,2024-12-10,Healthcare,Insurance payment,2982418.13,5,Planned,Card,208.0
14880,82,2023-12-18,Charity,Zakat payment,46966.83,5,Rational,Cash,
14881,82,2025-02-02,Education,Student loan payment,574978.03,3,Rational,Card,205.0
14882,82,2024-11-27,Auto,Auto loan installment,1597265.9,3,Routine,Card,202.0
14883,82,2023-11-07,Healthcare,Insurance payment,4361269.73,4,Rational,Card,208.0
14884,82,2025-10-01,Education,Student loan payment,455696.7,4,Planned,Cash,205.0
14885,82,2023-08-26,Auto,Auto loan installment,2326310.08,4,Planned,Card,202.0
14886,82,2024-03-09,Card,Card replenishment,188112.51,3,Planned,Transfer,207.0
14887,82,2025-04-23,Personal needs,Consumer loan payment,4407198.72,3,Rational,Card,204.0
14888,82,2023-05-08,Auto,Auto loan installment,4785217.67,5,Planned,Card,202.0
14889,82,2025-10-03,Education,Student loan payment,4683692.53,4,Planned,Cash,205.0
14890,82,2024-08-25,Card,Card replenishment,3862071.21,4,Rational,Cash,207.0
14891,82,2025-01-30,Personal needs,Consumer loan payment,2972669.47,3,Rational,Cash,204.0
14892,82,2023-06-15,Deposit,Account top-up,2698533.71,5,Planned,Transfer,206.0
14893,82,2024-03-07,Charity,Zakat payment,10108.13,4,Planned,Transfer,
14894,82,2023-11-10,Healthcare,Insurance payment,3288431.89,5,Planned,Transfer,208.0
14895,82,2023-07-29,Business,Business credit payment,1139310.75,3,Planned,Transfer,203.0
14896,82,2023-02-15,Personal needs,Consumer loan payment,4393466.4,4,Routine,Transfer,204.0
14897,82,2023-08-26,Deposit,Account top-up,41256.19,5,Routine,Card,206.0
14898,82,2024-03-12,Charity,Zakat payment,179893.24,3,Planned,Cash,
14899,82,2024-06-07,Personal needs,Consumer loan payment,4507838.17,4,Routine,Cash,204.0
14900,82,2025-06-13,Education,Student loan payment,4420671.52,4,Rational,Cash,205.0
14901,82,2025-10-13,Personal needs,Consumer loan payment,3433177.45,4,Planned,Cash,204.0
14902,82,2023-02-15,Auto,Auto loan installment,3610210.37,5,Routine,Transfer,202.0
14903,82,2023-04-16,Education,Student loan payment,1182062.15,5,Planned,Card,205.0
14904,82,2024-02-10,Card,Card replenishment,2975575.69,5,Planned,Card,207.0
14905,82,2024-03-01,Property,Mortgage payment,3208760.49,3,Rational,Cash,201.0
14906,82,2023-09-15,Healthcare,Insurance payment,553316.13,3,Planned,Cash,208.0
14907,82,2024-11-24,Deposit,Account top-up,638406.43,3,Routine,Transfer,206.0
14908,82,2023-07-20,Personal needs,Consumer loan payment,398834.82,3,Routine,Transfer,204.0
14909,82,2024-11-16,Card,Card replenishment,1022485.41,5,Routine,Card,207.0
14910,82,2025-09-12,Property,Mortgage payment,4011074.94,3,Rational,Cash,201.0
14911,82,2024-07-06,Healthcare,Insurance payment,1736189.25,4,Rational,Card,208.0
14912,82,2023-10-28,Healthcare,Insurance payment,4886783.68,4,Planned,Card,208.0
14913,82,2024-09-03,Business,Business credit payment,464034.9,4,Planned,Transfer,203.0
14914,82,2024-06-15,Healthcare,Insurance payment,1450320.53,4,Rational,Transfer,208.0
14915,82,2024-04-15,Property,Mortgage payment,2538275.21,3,Rational,Cash,201.0
14916,82,2023-02-03,Auto,Auto loan installment,2218034.19,3,Routine,Cash,202.0
14917,82,2023-12-31,Business,Business credit payment,1454243.33,3,Planned,Transfer,203.0
14918,82,2023-08-26,Property,Mortgage payment,4524493.32,3,Planned,Card,201.0
14919,82,2024-09-27,Personal needs,Consumer loan payment,4198683.77,4,Rational,Transfer,204.0
14920,82,2024-11-08,Personal needs,Consumer loan payment,1666037.56,4,Rational,Transfer,204.0
14921,82,2025-05-11,Personal needs,Consumer loan payment,3785941.67,5,Planned,Cash,204.0
14922,82,2025-09-05,Business,Business credit payment,973678.13,4,Planned,Card,203.0
14923,82,2025-04-22,Deposit,Account top-up,267359.39,5,Rational,Card,206.0
14924,82,2024-07-14,Auto,Auto loan installment,4348260.09,4,Planned,Transfer,202.0
14925,82,2023-10-17,Charity,Zakat payment,124654.83,5,Routine,Transfer,
14926,82,2024-04-04,Property,Mortgage payment,4810348.61,3,Routine,Transfer,201.0
14927,82,2023-03-14,Business,Business credit payment,2605851.02,5,Routine,Transfer,203.0
14928,82,2025-02-15,Education,Student loan payment,3622332.54,5,Rational,Transfer,205.0
14929,82,2025-02-27,Auto,Auto loan installment,2135863.32,3,Rational,Cash,202.0
14930,82,2024-06-20,Personal needs,Consumer loan payment,4485053.39,3,Rational,Card,204.0
14931,82,2024-01-13,Deposit,Account top-up,3947550.7,5,Routine,Cash,206.0
14932,82,2023-02-03,Deposit,Account top-up,1006123.85,4,Rational,Transfer,206.0
14933,82,2025-06-23,Personal needs,Consumer loan payment,1365378.76,3,Planned,Cash,204.0
14934,82,2023-03-20,Property,Mortgage payment,1607471.53,3,Routine,Transfer,201.0
14935,82,2025-08-01,Education,Student loan payment,197938.65,4,Rational,Cash,205.0
14936,82,2024-11-01,Education,Student loan payment,1422016.33,5,Planned,Cash,205.0
14937,82,2024-06-07,Healthcare,Insurance payment,927392.17,3,Planned,Cash,208.0
14938,82,2024-04-11,Property,Mortgage payment,3984686.52,4,Planned,Transfer,201.0
14939,82,2024-07-04,Healthcare,Insurance payment,830425.37,3,Routine,Card,208.0
14940,82,2025-04-18,Business,Business credit payment,3151491.51,3,Routine,Transfer,203.0
14941,82,2023-08-20,Property,Mortgage payment,55656.9,5,Planned,Card,201.0
14942,82,2025-07-30,Education,Student loan payment,3737430.1,5,Rational,Card,205.0
14943,82,2023-10-17,Auto,Auto loan installment,1739960.45,5,Rational,Card,202.0
14944,82,2025-02-07,Auto,Auto loan installment,3088866.59,3,Rational,Transfer,202.0
14945,82,2023-07-24,Card,Card replenishment,605370.66,4,Planned,Cash,207.0
14946,82,2025-08-22,Healthcare,Insurance payment,4064687.13,3,Planned,Transfer,208.0
14947,82,2024-05-25,Charity,Zakat payment,114999.73,5,Rational,Card,
14948,82,2023-08-28,Education,Student loan payment,4075095.43,4,Rational,Cash,205.0
14949,82,2023-01-05,Education,Student loan payment,4810911.62,3,Routine,Card,205.0
14950,82,2025-07-08,Education,Student loan payment,3285544.6,5,Rational,Transfer,205.0
14951,82,2025-03-09,Healthcare,Insurance payment,2093930.27,5,Planned,Card,208.0
14952,82,2023-01-18,Personal needs,Consumer loan payment,4748223.74,3,Planned,Transfer,204.0
14953,82,2024-05-15,Auto,Auto loan installment,1191504.02,5,Planned,Transfer,202.0
14954,82,2024-10-13,Card,Card replenishment,3650683.66,3,Routine,Transfer,207.0
14955,82,2023-04-17,Property,Mortgage payment,4665058.12,5,Routine,Transfer,201.0
14956,82,2025-01-18,Charity,Zakat payment,177125.4,4,Planned,Cash,
14957,82,2023-02-15,Education,Student loan payment,2925027.58,3,Planned,Transfer,205.0
14958,82,2023-12-03,Business,Business credit payment,4063293.99,5,Routine,Transfer,203.0
14959,82,2023-06-03,Property,Mortgage payment,4770858.81,5,Planned,Transfer,201.0
14960,82,2023-11-23,Deposit,Account top-up,4366442.86,3,Routine,Transfer,206.0
14961,82,2023-12-20,Deposit,Account top-up,1211119.86,3,Rational,Card,206.0
14962,82,2024-12-25,Card,Card replenishment,963650.88,5,Planned,Transfer,207.0
14963,82,2025-10-03,Property,Mortgage payment,1719643.14,4,Planned,Cash,201.0
14964,82,2024-01-15,Business,Business credit payment,3608588.25,4,Planned,Transfer,203.0
14965,83,2025-06-20,Personal needs,Consumer loan payment,3174465.82,3,Routine,Transfer,204.0
14966,83,2024-09-30,Property,Mortgage payment,4341970.08,3,Planned,Card,201.0
14967,83,2024-12-03,Healthcare,Insurance payment,769907.34,5,Rational,Transfer,208.0
14968,83,2025-05-16,Healthcare,Insurance payment,180490.69,5,Routine,Card,208.0
14969,83,2025-06-15,Personal needs,Consumer loan payment,3821238.09,3,Routine,Transfer,204.0
14970,83,2023-08-19,Healthcare,Insurance payment,2699969.79,5,Planned,Card,208.0
14971,83,2023-12-30,Healthcare,Insurance payment,2744537.46,3,Routine,Cash,208.0
14972,83,2024-09-30,Deposit,Account top-up,3112927.49,4,Rational,Card,206.0
14973,83,2024-06-28,Auto,Auto loan installment,4594649.5,4,Routine,Transfer,202.0
14974,83,2023-07-10,Auto,Auto loan installment,521840.32,5,Rational,Card,202.0
14975,83,2024-06-17,Charity,Zakat payment,52743.84,3,Routine,Card,
14976,83,2023-02-23,Charity,Zakat payment,196024.4,5,Routine,Cash,
14977,83,2024-10-27,Personal needs,Consumer loan payment,4943216.6,4,Planned,Card,204.0
14978,83,2025-01-29,Card,Card replenishment,1705248.34,4,Routine,Cash,207.0
14979,83,2024-04-15,Auto,Auto loan installment,1837476.6,3,Planned,Transfer,202.0
14980,83,2023-08-28,Deposit,Account top-up,3224219.57,3,Rational,Card,206.0
14981,83,2025-09-16,Business,Business credit payment,759956.39,4,Routine,Card,203.0
14982,83,2025-04-12,Charity,Zakat payment,71349.87,3,Routine,Transfer,
14983,83,2023-02-09,Business,Business credit payment,3086322.9,5,Planned,Card,203.0
14984,83,2025-09-19,Healthcare,Insurance payment,2087378.4,3,Planned,Cash,208.0
14985,83,2023-08-14,Education,Student loan payment,1027672.9,4,Routine,Transfer,205.0
14986,83,2023-09-08,Charity,Zakat payment,79493.26,3,Routine,Cash,
14987,83,2024-12-07,Healthcare,Insurance payment,1681373.83,4,Planned,Transfer,208.0
14988,83,2023-09-18,Property,Mortgage payment,2901889.14,5,Rational,Transfer,201.0
14989,83,2025-04-03,Charity,Zakat payment,27401.11,5,Planned,Card,
14990,83,2025-06-10,Card,Card replenishment,4296196.91,5,Planned,Card,207.0
14991,83,2025-03-19,Healthcare,Insurance payment,227446.2,4,Planned,Card,208.0
14992,83,2025-06-03,Auto,Auto loan installment,4842612.19,3,Routine,Cash,202.0
14993,83,2025-10-07,Property,Mortgage payment,4609701.01,5,Planned,Card,201.0
14994,83,2025-03-17,Deposit,Account top-up,3787836.01,4,Routine,Cash,206.0
14995,83,2023-10-14,Personal needs,Consumer loan payment,4532282.19,3,Rational,Cash,204.0
14996,83,2024-05-31,Property,Mortgage payment,1314998.14,4,Routine,Card,201.0
14997,83,2023-06-09,Card,Card replenishment,882996.19,5,Planned,Cash,207.0
14998,83,2024-04-24,Deposit,Account top-up,1552528.34,5,Routine,Transfer,206.0
14999,83,2024-08-19,Healthcare,Insurance payment,4739185.37,3,Rational,Card,208.0
15000,83,2025-03-24,Card,Card replenishment,1279454.21,4,Rational,Transfer,207.0
15001,83,2025-07-06,Deposit,Account top-up,4505298.43,3,Rational,Cash,206.0
15002,83,2025-04-02,Deposit,Account top-up,644386.71,5,Rational,Cash,206.0
15003,83,2025-07-21,Card,Card replenishment,3281403.01,3,Planned,Transfer,207.0
15004,83,2025-10-15,Property,Mortgage payment,541400.91,3,Rational,Transfer,201.0
15005,83,2023-08-20,Personal needs,Consumer loan payment,4344985.73,5,Planned,Transfer,204.0
15006,83,2024-01-21,Charity,Zakat payment,193800.0,3,Routine,Transfer,
15007,83,2025-07-10,Business,Business credit payment,1870071.23,4,Planned,Cash,203.0
15008,83,2025-08-03,Property,Mortgage payment,4207014.6,5,Planned,Transfer,201.0
15009,83,2025-06-01,Card,Card replenishment,3336116.6,5,Rational,Transfer,207.0
15010,83,2023-06-01,Education,Student loan payment,3078663.66,5,Planned,Card,205.0
15011,83,2025-06-12,Healthcare,Insurance payment,3493645.38,4,Routine,Card,208.0
15012,83,2024-06-25,Card,Card replenishment,2141906.6,4,Rational,Card,207.0
15013,83,2024-09-05,Healthcare,Insurance payment,3678351.3,5,Planned,Transfer,208.0
15014,83,2023-10-07,Personal needs,Consumer loan payment,787246.32,3,Routine,Cash,204.0
15015,83,2024-05-11,Property,Mortgage payment,2162212.52,3,Rational,Transfer,201.0
15016,83,2025-03-13,Property,Mortgage payment,2722479.36,5,Planned,Cash,201.0
15017,83,2024-04-17,Business,Business credit payment,4833442.31,5,Routine,Card,203.0
15018,83,2024-01-09,Deposit,Account top-up,1120015.98,3,Planned,Transfer,206.0
15019,83,2024-01-05,Property,Mortgage payment,2243583.87,4,Planned,Cash,201.0
15020,83,2023-11-08,Auto,Auto loan installment,2334833.44,4,Routine,Transfer,202.0
15021,83,2023-10-19,Auto,Auto loan installment,78043.29,3,Rational,Card,202.0
15022,83,2023-02-28,Healthcare,Insurance payment,899008.0,3,Planned,Transfer,208.0
15023,83,2025-01-15,Property,Mortgage payment,4183102.16,3,Routine,Cash,201.0
15024,83,2024-02-02,Education,Student loan payment,1665346.01,3,Planned,Transfer,205.0
15025,83,2025-03-02,Auto,Auto loan installment,3179375.55,4,Routine,Card,202.0
15026,83,2025-06-20,Charity,Zakat payment,182257.67,3,Rational,Cash,
15027,83,2023-09-22,Personal needs,Consumer loan payment,2959744.38,5,Planned,Card,204.0
15028,83,2023-09-06,Personal needs,Consumer loan payment,2856940.85,3,Rational,Card,204.0
15029,83,2024-09-13,Card,Card replenishment,2651864.91,5,Planned,Cash,207.0
15030,83,2025-08-11,Business,Business credit payment,3873969.09,4,Planned,Transfer,203.0
15031,83,2024-06-19,Auto,Auto loan installment,3623086.25,4,Planned,Cash,202.0
15032,83,2025-05-21,Charity,Zakat payment,182041.1,5,Planned,Transfer,
15033,83,2025-02-03,Healthcare,Insurance payment,2570950.05,3,Routine,Transfer,208.0
15034,83,2024-07-06,Business,Business credit payment,4365401.53,3,Routine,Cash,203.0
15035,83,2025-01-04,Personal needs,Consumer loan payment,1877794.69,5,Rational,Cash,204.0
15036,83,2025-03-02,Charity,Zakat payment,81386.55,5,Planned,Card,
15037,83,2025-03-25,Property,Mortgage payment,601985.96,4,Rational,Cash,201.0
15038,83,2025-05-25,Property,Mortgage payment,4566372.43,3,Routine,Cash,201.0
15039,83,2024-08-08,Deposit,Account top-up,4251369.93,4,Routine,Card,206.0
15040,83,2024-09-30,Education,Student loan payment,3849738.01,3,Rational,Transfer,205.0
15041,83,2025-03-16,Auto,Auto loan installment,2314016.07,5,Planned,Transfer,202.0
15042,83,2024-05-22,Auto,Auto loan installment,2897377.01,3,Planned,Card,202.0
15043,83,2023-04-16,Personal needs,Consumer loan payment,4019668.43,5,Routine,Card,204.0
15044,83,2023-09-27,Card,Card replenishment,1748368.77,3,Rational,Card,207.0
15045,83,2024-12-27,Education,Student loan payment,4534393.11,4,Routine,Cash,205.0
15046,83,2024-06-28,Property,Mortgage payment,4517566.1,4,Routine,Cash,201.0
15047,83,2024-06-17,Property,Mortgage payment,2109595.66,5,Planned,Cash,201.0
15048,83,2025-01-22,Personal needs,Consumer loan payment,4356188.88,4,Planned,Cash,204.0
15049,83,2025-08-25,Business,Business credit payment,4688572.61,3,Planned,Cash,203.0
15050,83,2024-12-01,Auto,Auto loan installment,4268776.15,5,Rational,Cash,202.0
15051,83,2025-05-20,Card,Card replenishment,343811.38,3,Routine,Cash,207.0
15052,83,2025-07-07,Deposit,Account top-up,1868149.26,4,Routine,Card,206.0
15053,83,2025-01-13,Personal needs,Consumer loan payment,2040908.7,5,Routine,Cash,204.0
15054,83,2024-02-27,Card,Card replenishment,1612433.37,3,Planned,Card,207.0
15055,83,2025-08-17,Property,Mortgage payment,1773238.47,3,Planned,Transfer,201.0
15056,83,2023-10-18,Property,Mortgage payment,1596264.3,5,Planned,Card,201.0
15057,83,2024-11-25,Card,Card replenishment,283091.71,3,Routine,Transfer,207.0
15058,83,2025-02-18,Healthcare,Insurance payment,1576913.0,4,Routine,Cash,208.0
15059,83,2023-03-02,Education,Student loan payment,638336.59,4,Planned,Card,205.0
15060,83,2025-09-27,Card,Card replenishment,3714328.74,4,Planned,Card,207.0
15061,83,2024-07-30,Business,Business credit payment,909304.9,5,Planned,Card,203.0
15062,83,2025-09-17,Personal needs,Consumer loan payment,1706297.74,3,Rational,Transfer,204.0
15063,83,2023-01-29,Healthcare,Insurance payment,2476489.43,3,Routine,Transfer,208.0
15064,83,2024-08-24,Healthcare,Insurance payment,1537673.68,4,Rational,Transfer,208.0
15065,83,2023-09-07,Card,Card replenishment,2224220.06,5,Planned,Cash,207.0
15066,83,2024-10-01,Deposit,Account top-up,3102361.74,5,Planned,Card,206.0
15067,83,2024-09-20,Business,Business credit payment,4242151.64,4,Rational,Card,203.0
15068,83,2023-09-16,Healthcare,Insurance payment,2092361.95,4,Rational,Cash,208.0
15069,83,2025-10-11,Auto,Auto loan installment,50929.21,4,Rational,Cash,202.0
15070,83,2023-10-17,Healthcare,Insurance payment,4069972.76,3,Planned,Cash,208.0
15071,83,2023-11-20,Business,Business credit payment,3265103.42,3,Planned,Card,203.0
15072,83,2024-12-01,Property,Mortgage payment,4980137.18,5,Rational,Card,201.0
15073,83,2024-03-05,Education,Student loan payment,4100024.2,5,Routine,Card,205.0
15074,83,2023-04-02,Business,Business credit payment,4483244.37,5,Rational,Cash,203.0
15075,83,2024-03-17,Charity,Zakat payment,60134.89,5,Routine,Card,
15076,83,2025-05-10,Business,Business credit payment,1149684.33,5,Planned,Transfer,203.0
